,Document,Topic,Name,Representation,Representative_Docs,Top_n_words,Probability,Representative_document
1181,wantibaaz wantibaaz it is the secretive people of manipur who are breaking the radio because when they broadcast the man ki baaz prasaditaod on the radio then only the minister is seen in manipur at the time of elections but his eagle is not seen he has gone to america riots are happening in manipur if there is no concern about him then the people of manipur are protesting against bhusakhar pradah minister there is no reason to listen to pradah minister,-1,-1_bjp_manipur_india_bajbaji,"['bjp', 'manipur', 'india', 'bajbaji', 'hai', 'bashad', 'bajpas', 'minister', 'rupees', 'delhi']","['it is good when will our minister give the tea patrice is spicy in unkar 1949 isnt it 1949 and his special statement is that if i move a bit then please take 1949 how much will i get i have licked you today after going on the wheel these years are full in fiftyfive years these years are full in fiftyfive years if you want to drink then when will you send it will people care about bjp you are a journalist you show the mirror to the news you show the mirror to the news if the minister says that gas comes out of the drain and by putting a gas pipe from the drain then you show the mirror to the news you show the mirror to the news you come to the end you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out', 'all the thieves will come to mahag admandan with them there are people whose integrity is dead inside them running this party working in the interest of the people is running a shop in bihar people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people', 'adrani arvimb khejriwal sahaan any other persons digri is a better confirmation of his education than a rasfidu of a girl as a lesson it is your behavior that makes you sexy your behavior is too much your behavior itself shows how sexy you are your body tells me tujfari whose teachings you question harshly it is you who worships his teachings in the light of your eyes now you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come']",bjp - manipur - india - bajbaji - hai - bashad - bajpas - minister - rupees - delhi,0.0,False
1182,today at a recent press conference held in america people are applauding the wellrounded answer to a question but do you know pandit jawahar lal nahru had visited america in sun unishapan in the said indian press club i asked neru ji only fortyfive strange questions which were mushrooms neru ji did not match modi ji he drank water on only one question he did not come speaking only whistle english he gave direct and accurate answers to every question one does not become neru by wearing a neru jacket for that one has to study one has to do sangras modi ji,4,4_modi_modiji_gandhi_modis,"['modi', 'modiji', 'gandhi', 'modis', 'hai', 'ji', 'india', 'minister', 'narendra', 'indian']","['pyam modi is going to america on june 21 india badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan', 'how did americas people flatter money in the name of narendra modi there was a time when america had refused to even give a visa to the prime minister of our country modi ji and today in the white breath of the same america modi jis name sounds this no where can the worlds biggest arab husband open his mouth that he is a big fan of modi ji you know you know how did muska earn crores of rupees by becoming a fan of modi ji but first he will definitely switgrap the heat modi bhischichal the real modi during his visit to america when he met ruwa lon muss lon muss was so impressed by modi ji that he said that he would be a big fan of modi ji and now his tesla company will soon make a huge investment in india then what now now his great grandfather baavie ji baavie ji baavie ji baavie ji baavie ji baavie ji baavie ji baavie ji baavie ji baavie ji baavie ji baavie ji baavie ji baavie ji baavie ji baavie ji', 'gorgpurbhe today modichi once again came to give green signal to troy about vande but modichi who considered me a fool made a big statement on the vande procession did not give even a single flight to wish farewell to the countrys middecember and to provide support today the leader from every corner of the country wrote to me you say run vande barat from our area also this is a rage of vande barat we tell you the truth about modi ji who fooled the public on vande barat vande barat is a train on which people sometimes showered stones sometimes it comes then with the chirping of a matter its next hissing is broken the next barat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat barat barat barat barat barat barat barat barat']",modi - modiji - gandhi - modis - hai - ji - india - minister - narendra - indian,1.0,False
1183,or did allah call modi ji as islam along with asmti rani because he has dreams of offering namaz in mosques and today narendra modi ji said that islam namaz is the manifestation of allah and islam drama is a symbol of a coin it is not me i am saying this i am not saying this this is what the quran says so it has been proved that the words of islam are true,3,3_namaz_islam_allah_muslim,"['namaz', 'islam', 'allah', 'muslim', 'quran', 'rani', 'mosques', 'muslims', 'akbar', 'modi']","['or did allah call modi jim as islam with asmti rani because he has dreams of offering namaz in mosques and today modi ji said that islam namaz is the manifestation of allah and the religion of islam is a symbol of a sandhi i am not saying this i am not saying this this is what the quran says so it has been proved that the words of islam are true it has pierced the great souls', 'ya allah modi ji called islam as islam along with asmti rani because he has dreams of offering namaz in mosques and today he stayed inside modi ji said that islam namaz is the manifestation of allah and the religion of islam is a symbol of a centi it is not me i am saying this i am not saying this this is what the quran says so it was proved that the words of islam are true', 'or did allah call modi ji as islam along with asmti rani because he has dreams of offering namaz in mosques and today narendra modi ji said that islam namaz is the manifestation of allah and islam drama is a symbol of a coin it is not me i am saying this i am not saying this this is what the quran says so it has been proved that the words of islam are true']",namaz - islam - allah - muslim - quran - rani - mosques - muslims - akbar - modi,0.9835765479199648,True
1184,in the celebration of vanipur everyone will remember that extinguishing the burning fire making the crying faces of the people laugh everything will be remembered by the people when the pain lasted for a long time then with the courage to ignore the people bring a stance before coming to a resolution just press the code in in or they will be in trouble tail burn above our own ass,0,0_bjp_gandhi_bjps_rahul,"['bjp', 'gandhi', 'bjps', 'rahul', 'karnataka', 'kejriwal', 'baddhar', 'pradesh', 'modi', 'manipur']","['have you seen it in karnataka nedha and bodh of bjp did a long research and sang in the corner what is the result in your election so bjp was worried that they won a huge victory and saw the result for themselves as soon as congress party gets together bjp will win in karnataka and i am telling you from this stage that you have not seen bjp in madhya pradesh you will see congress party winning that because we are standing with the poor the whole country is sad that what narendra modiji bjp means is to torment two teen people and hand over the entire country to them kumgaresh means to stand with the poor to fight with the poor and to support the poor i have to do it millions of people who love me', 'i would to ask lg sahav that why did you come to inaugurate the university whose entire construction was done by the former government put pressure on unversti and told him that you did not get me inaugurated if bav bav bav bav bav bav bav bav bav bav bav bav bav bav bav bav bav bav bav bav bav bav bav bav bav bav bav bav bav baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw', 'the congress talked about unemployment inflation and all these things and what the people want is given to them and elections are being held on their brotherinlaw if you dont talk about the same place then that is the ground which the congress gave what did you do local why did you do anything brag about what people want if any party had made a vada for itself then every day the jp would have given it huge revenue if the bjp had given something to the people for free then it would have brought it before the people in the name of kalyangari yojana if any other party wanted to do the same then it would have disappeared if the party had increased the party the party would have become party but congress made full use of this party in its own way']",bjp - gandhi - bjps - rahul - karnataka - kejriwal - baddhar - pradesh - modi - manipur,0.4752734553553696,False
1185,take tamyabi in one day but if its true then one day it will be fine,1,1_kejriwals_badhaga_lagar_bazar,"['kejriwals', 'badhaga', 'lagar', 'bazar', 'vajpane', 'corrupt', 'kaam', 'till', 'police', 'jail']","['bava saha banged kar sadeep this is the greatest of all he has created all the universe for them he is the author of all the universe he has kept the sacred thread of love of parleman so he has given me the opportunity to see me or in it all the mahapuris are here if they are the ultimate list of the account bill if you dig it you will dig it then it will be good they will not be able to fall down the tustanga of vedisgopa they will not be able to touch if vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega', 'even if you resign then you will restore the old pension then who has brought the pension as an employee in the last four years have you brought the permanent pension if you have been living without the old pension then you have been living as an employee now you have passed the law have crossed the line have retired pension there are three three pension old pension why did you bring the barbers pension if it is good good deen then adin should use his legs why should he use his legs if his legs are employees legs barbers pension is good his legs are employees the leger barber pension fetish is good his leg employees leger barber pension fetish is good his leg employees leger barber pension fetish is good his leg employees leger barber pension fetish is good his leg employees leger barber pension fetish is good is your leg employees leger barber pension fetish is good your leg employees leger barber pension fetish is good your leg employees leger barber pension fetish is good your leg employees lager barber pension fetish is good your leg is your lager barber pension fetish is good your lager barber pension fetish is good your lager barber pension fetish is good your lager barber fetish is good your lager barber fetish is good your lager barber fetish is good your lager barber fetish is good your lager barber fetish is good', 'today bjbs minister answered the questions and said yeh gatiya has done this only to the villagers who waddle the streets of sudakh see my friend this rana has got the guts for taking the money this is a bogus work this bogus ear has put a bogus up the child has not woken up bhitio bhadal kar to uswalo kar likar bogus kaam talve ye bogus kaan ne bogus baccha min nahan aap zaagar jo bhitiyo waddle gar to to uswale kar bogus kaam ne waddle up ye bogus kaam ne bogus kaam ne bogus kaam ne bogus kaam ne bogus bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work']",kejriwals - badhaga - lagar - bazar - vajpane - corrupt - kaam - till - police - jail,0.8099103735128137,False
1186,dilke mukchwandri and vind kejriwal taizwoon to discuss the order of the meeting of the opposition parties in badakh to be held in patna they are making every effort for this it is felt that the chief minister arvind kejriwal has given an ordinance to the opposition parties to be held in patna zewal further wrote that delhis ordinance is an experiment and if it is successful then the central government will soon block the ordinance for nonbjp states and take over the power of the rajya government he further wrote that the day is not far when all rajgi governments will be run through the medium of prime minister taitis rajgi pallo and lg,-1,-1_bjp_manipur_india_bajbaji,"['bjp', 'manipur', 'india', 'bajbaji', 'hai', 'bashad', 'bajpas', 'minister', 'rupees', 'delhi']","['it is good when will our minister give the tea patrice is spicy in unkar 1949 isnt it 1949 and his special statement is that if i move a bit then please take 1949 how much will i get i have licked you today after going on the wheel these years are full in fiftyfive years these years are full in fiftyfive years if you want to drink then when will you send it will people care about bjp you are a journalist you show the mirror to the news you show the mirror to the news if the minister says that gas comes out of the drain and by putting a gas pipe from the drain then you show the mirror to the news you show the mirror to the news you come to the end you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out', 'all the thieves will come to mahag admandan with them there are people whose integrity is dead inside them running this party working in the interest of the people is running a shop in bihar people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people', 'adrani arvimb khejriwal sahaan any other persons digri is a better confirmation of his education than a rasfidu of a girl as a lesson it is your behavior that makes you sexy your behavior is too much your behavior itself shows how sexy you are your body tells me tujfari whose teachings you question harshly it is you who worships his teachings in the light of your eyes now you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come']",bjp - manipur - india - bajbaji - hai - bashad - bajpas - minister - rupees - delhi,0.0,False
1187,o long time ago there are no sobriety,2,2_poverty_crores_crore_poor,"['poverty', 'crores', 'crore', 'poor', 'education', 'rupees', 'yojana', 'income', 'lakh', 'earn']","['there is a plumber i was this poor guy earns eight thousand rupees a month his son after completing his studies from a government school got admission in an it degree in computer science as soon as i grew up he got admission in it now when his child graduates from school he will get a salary of at least three lakh rupees so one child removes the poverty of the family if i gave this education to all the children so when these children grow up within a pd they will hopefully remove poverty from their families so just think when the country became independent in 1950 if we had done just one thing then it would have been amazing by spending one rupee all the governments of the country can make this school wonderful i feel that poverty would have gone away if atiya had looked at even better our mind says this our heart says that if we invest money in education then within a generation at least within ten to fifteen years the poverty of this country will go away this should happen first it would have happened long ago', 'the poor could not be given a guarantee of free food but the education minister garip could not guarantee that more than rs 80 crore people would get free food under the kalyan yojana and others are getting free food through the aishman yojana fiftyfive crore indians have got the guarantee of health and safety others could not guarantee to get rid of the disease but through the ujwala scheme about ten crore people have got the guarantee of a diseasefree life all of them in sano if the poor could not provide proper food to the poor if they could not give the money to the poor if they could not give the money to the poor if they could not give the money to the poor if they could not provide the money to the poor', 'mimosudhy adijis day is full of troubles it is such a thing that the poor are left with no money the books of poverty are becoming the burden of the poor they are also getting tataya from the nopri this palap barathe is giving us the poor things she is giving me the badya not this no etc addi addi addi addi addi addi addi addi addi addi addi addi addi addi addi addi addi addi addi addi addi addi addi addi addi addi addi addi addi addi addi addi addi addi addi addi addi addi dagri losa i bada lami disease etc etc what will we do']",poverty - crores - crore - poor - education - rupees - yojana - income - lakh - earn,0.7931336506831557,False
1188,chocolate hard cream and chocolate,-1,-1_bjp_manipur_india_bajbaji,"['bjp', 'manipur', 'india', 'bajbaji', 'hai', 'bashad', 'bajpas', 'minister', 'rupees', 'delhi']","['it is good when will our minister give the tea patrice is spicy in unkar 1949 isnt it 1949 and his special statement is that if i move a bit then please take 1949 how much will i get i have licked you today after going on the wheel these years are full in fiftyfive years these years are full in fiftyfive years if you want to drink then when will you send it will people care about bjp you are a journalist you show the mirror to the news you show the mirror to the news if the minister says that gas comes out of the drain and by putting a gas pipe from the drain then you show the mirror to the news you show the mirror to the news you come to the end you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out', 'all the thieves will come to mahag admandan with them there are people whose integrity is dead inside them running this party working in the interest of the people is running a shop in bihar people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people', 'adrani arvimb khejriwal sahaan any other persons digri is a better confirmation of his education than a rasfidu of a girl as a lesson it is your behavior that makes you sexy your behavior is too much your behavior itself shows how sexy you are your body tells me tujfari whose teachings you question harshly it is you who worships his teachings in the light of your eyes now you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come']",bjp - manipur - india - bajbaji - hai - bashad - bajpas - minister - rupees - delhi,0.0,False
1189,flats yesterday india tray where where thrust india where where,-1,-1_bjp_manipur_india_bajbaji,"['bjp', 'manipur', 'india', 'bajbaji', 'hai', 'bashad', 'bajpas', 'minister', 'rupees', 'delhi']","['it is good when will our minister give the tea patrice is spicy in unkar 1949 isnt it 1949 and his special statement is that if i move a bit then please take 1949 how much will i get i have licked you today after going on the wheel these years are full in fiftyfive years these years are full in fiftyfive years if you want to drink then when will you send it will people care about bjp you are a journalist you show the mirror to the news you show the mirror to the news if the minister says that gas comes out of the drain and by putting a gas pipe from the drain then you show the mirror to the news you show the mirror to the news you come to the end you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out', 'all the thieves will come to mahag admandan with them there are people whose integrity is dead inside them running this party working in the interest of the people is running a shop in bihar people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people', 'adrani arvimb khejriwal sahaan any other persons digri is a better confirmation of his education than a rasfidu of a girl as a lesson it is your behavior that makes you sexy your behavior is too much your behavior itself shows how sexy you are your body tells me tujfari whose teachings you question harshly it is you who worships his teachings in the light of your eyes now you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come']",bjp - manipur - india - bajbaji - hai - bashad - bajpas - minister - rupees - delhi,0.0,False
1190,modi ji we are very angry with the lagtians and more and more lagtians one node then you also closed pinklers bow,-1,-1_bjp_manipur_india_bajbaji,"['bjp', 'manipur', 'india', 'bajbaji', 'hai', 'bashad', 'bajpas', 'minister', 'rupees', 'delhi']","['it is good when will our minister give the tea patrice is spicy in unkar 1949 isnt it 1949 and his special statement is that if i move a bit then please take 1949 how much will i get i have licked you today after going on the wheel these years are full in fiftyfive years these years are full in fiftyfive years if you want to drink then when will you send it will people care about bjp you are a journalist you show the mirror to the news you show the mirror to the news if the minister says that gas comes out of the drain and by putting a gas pipe from the drain then you show the mirror to the news you show the mirror to the news you come to the end you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out', 'all the thieves will come to mahag admandan with them there are people whose integrity is dead inside them running this party working in the interest of the people is running a shop in bihar people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people', 'adrani arvimb khejriwal sahaan any other persons digri is a better confirmation of his education than a rasfidu of a girl as a lesson it is your behavior that makes you sexy your behavior is too much your behavior itself shows how sexy you are your body tells me tujfari whose teachings you question harshly it is you who worships his teachings in the light of your eyes now you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come']",bjp - manipur - india - bajbaji - hai - bashad - bajpas - minister - rupees - delhi,0.0,False
1191,sit this sit this sit this sit this sit this sit this sit this sit this sit this sit this sit this sit this sit this sit this sit this sit this sit this sit this go sit this sit this sit this,10,10_come_turn_getting_cat,"['come', 'turn', 'getting', 'cat', 'going', 'kiss', 'desire', 'soon', 'lets', 'happiness']","['you you you you come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come on', 'if you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you come come come come come come come come come come come come come come come come you', 'if you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you come on come come come come come come come come come come come come come come come come come come come come']",come - turn - getting - cat - going - kiss - desire - soon - lets - happiness,1.0,False
1192,anchalit karate work is not equal but it is done by amir garup,3,3_namaz_islam_allah_muslim,"['namaz', 'islam', 'allah', 'muslim', 'quran', 'rani', 'mosques', 'muslims', 'akbar', 'modi']","['or did allah call modi jim as islam with asmti rani because he has dreams of offering namaz in mosques and today modi ji said that islam namaz is the manifestation of allah and the religion of islam is a symbol of a sandhi i am not saying this i am not saying this this is what the quran says so it has been proved that the words of islam are true it has pierced the great souls', 'ya allah modi ji called islam as islam along with asmti rani because he has dreams of offering namaz in mosques and today he stayed inside modi ji said that islam namaz is the manifestation of allah and the religion of islam is a symbol of a centi it is not me i am saying this i am not saying this this is what the quran says so it was proved that the words of islam are true', 'or did allah call modi ji as islam along with asmti rani because he has dreams of offering namaz in mosques and today narendra modi ji said that islam namaz is the manifestation of allah and islam drama is a symbol of a coin it is not me i am saying this i am not saying this this is what the quran says so it has been proved that the words of islam are true']",namaz - islam - allah - muslim - quran - rani - mosques - muslims - akbar - modi,1.0,False
1193,i came to ask for forgiveness again i was a chai betta so i got crores of crores of rupees from the bottom of my doti bette ka mira bister and took it to tell in puli stashim,2,2_poverty_crores_crore_poor,"['poverty', 'crores', 'crore', 'poor', 'education', 'rupees', 'yojana', 'income', 'lakh', 'earn']","['there is a plumber i was this poor guy earns eight thousand rupees a month his son after completing his studies from a government school got admission in an it degree in computer science as soon as i grew up he got admission in it now when his child graduates from school he will get a salary of at least three lakh rupees so one child removes the poverty of the family if i gave this education to all the children so when these children grow up within a pd they will hopefully remove poverty from their families so just think when the country became independent in 1950 if we had done just one thing then it would have been amazing by spending one rupee all the governments of the country can make this school wonderful i feel that poverty would have gone away if atiya had looked at even better our mind says this our heart says that if we invest money in education then within a generation at least within ten to fifteen years the poverty of this country will go away this should happen first it would have happened long ago', 'the poor could not be given a guarantee of free food but the education minister garip could not guarantee that more than rs 80 crore people would get free food under the kalyan yojana and others are getting free food through the aishman yojana fiftyfive crore indians have got the guarantee of health and safety others could not guarantee to get rid of the disease but through the ujwala scheme about ten crore people have got the guarantee of a diseasefree life all of them in sano if the poor could not provide proper food to the poor if they could not give the money to the poor if they could not give the money to the poor if they could not give the money to the poor if they could not provide the money to the poor', 'mimosudhy adijis day is full of troubles it is such a thing that the poor are left with no money the books of poverty are becoming the burden of the poor they are also getting tataya from the nopri this palap barathe is giving us the poor things she is giving me the badya not this no etc addi addi addi addi addi addi addi addi addi addi addi addi addi addi addi addi addi addi addi addi addi addi addi addi addi addi addi addi addi addi addi addi addi addi addi addi addi addi dagri losa i bada lami disease etc etc what will we do']",poverty - crores - crore - poor - education - rupees - yojana - income - lakh - earn,0.7199768636059671,False
1194,the situation in the province is very bad the violence continues in the city and even then the wellknown dukshar up prakisar and jonchatcham have come to a tuet yogi adit tinadh has been banned from playing in lipathme because of the riots in france ko samthega that way,3,3_namaz_islam_allah_muslim,"['namaz', 'islam', 'allah', 'muslim', 'quran', 'rani', 'mosques', 'muslims', 'akbar', 'modi']","['or did allah call modi jim as islam with asmti rani because he has dreams of offering namaz in mosques and today modi ji said that islam namaz is the manifestation of allah and the religion of islam is a symbol of a sandhi i am not saying this i am not saying this this is what the quran says so it has been proved that the words of islam are true it has pierced the great souls', 'ya allah modi ji called islam as islam along with asmti rani because he has dreams of offering namaz in mosques and today he stayed inside modi ji said that islam namaz is the manifestation of allah and the religion of islam is a symbol of a centi it is not me i am saying this i am not saying this this is what the quran says so it was proved that the words of islam are true', 'or did allah call modi ji as islam along with asmti rani because he has dreams of offering namaz in mosques and today narendra modi ji said that islam namaz is the manifestation of allah and islam drama is a symbol of a coin it is not me i am saying this i am not saying this this is what the quran says so it has been proved that the words of islam are true']",namaz - islam - allah - muslim - quran - rani - mosques - muslims - akbar - modi,0.5416925642758205,False
1195,momtab energy from bengal is campaigning for panchayai election in bengal kek bi override conjugate are supply bear diversion kahai nai par rye mein oi nai sog augdam chakhui dhai aug kharagdan tuner theote adjacent noise sgenlusion this t lger,0,0_bjp_gandhi_bjps_rahul,"['bjp', 'gandhi', 'bjps', 'rahul', 'karnataka', 'kejriwal', 'baddhar', 'pradesh', 'modi', 'manipur']","['have you seen it in karnataka nedha and bodh of bjp did a long research and sang in the corner what is the result in your election so bjp was worried that they won a huge victory and saw the result for themselves as soon as congress party gets together bjp will win in karnataka and i am telling you from this stage that you have not seen bjp in madhya pradesh you will see congress party winning that because we are standing with the poor the whole country is sad that what narendra modiji bjp means is to torment two teen people and hand over the entire country to them kumgaresh means to stand with the poor to fight with the poor and to support the poor i have to do it millions of people who love me', 'i would to ask lg sahav that why did you come to inaugurate the university whose entire construction was done by the former government put pressure on unversti and told him that you did not get me inaugurated if bav bav bav bav bav bav bav bav bav bav bav bav bav bav bav bav bav bav bav bav bav bav bav bav bav bav bav bav bav baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw', 'the congress talked about unemployment inflation and all these things and what the people want is given to them and elections are being held on their brotherinlaw if you dont talk about the same place then that is the ground which the congress gave what did you do local why did you do anything brag about what people want if any party had made a vada for itself then every day the jp would have given it huge revenue if the bjp had given something to the people for free then it would have brought it before the people in the name of kalyangari yojana if any other party wanted to do the same then it would have disappeared if the party had increased the party the party would have become party but congress made full use of this party in its own way']",bjp - gandhi - bjps - rahul - karnataka - kejriwal - baddhar - pradesh - modi - manipur,1.0,False
1196,in front of the there is a of president modi joe biden and his wife jill biden if today biden takes biden to jill biden who has grown a diamond in a lab a diamond has been grown in the garden we extract the diamond from the mine and that diamond it takes many years to make the nicrol prothele of the earth such acrol shine as sin it is pretty much the same and better than the nicrol diamond from africa it takes blood to get the vapor caputyavar de puisse people are greedy for africa what are you doing these diamonds are called gron diamonds and today they are called green diamonds because no one was harmed in the making of these diamonds no one died and they brought very many diamonds,-1,-1_bjp_manipur_india_bajbaji,"['bjp', 'manipur', 'india', 'bajbaji', 'hai', 'bashad', 'bajpas', 'minister', 'rupees', 'delhi']","['it is good when will our minister give the tea patrice is spicy in unkar 1949 isnt it 1949 and his special statement is that if i move a bit then please take 1949 how much will i get i have licked you today after going on the wheel these years are full in fiftyfive years these years are full in fiftyfive years if you want to drink then when will you send it will people care about bjp you are a journalist you show the mirror to the news you show the mirror to the news if the minister says that gas comes out of the drain and by putting a gas pipe from the drain then you show the mirror to the news you show the mirror to the news you come to the end you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out', 'all the thieves will come to mahag admandan with them there are people whose integrity is dead inside them running this party working in the interest of the people is running a shop in bihar people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people', 'adrani arvimb khejriwal sahaan any other persons digri is a better confirmation of his education than a rasfidu of a girl as a lesson it is your behavior that makes you sexy your behavior is too much your behavior itself shows how sexy you are your body tells me tujfari whose teachings you question harshly it is you who worships his teachings in the light of your eyes now you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come']",bjp - manipur - india - bajbaji - hai - bashad - bajpas - minister - rupees - delhi,0.0,False
1197,if you have these things in front of you they are being wasted and being looted in the name of modi and people are begging for five kilos of anach,-1,-1_bjp_manipur_india_bajbaji,"['bjp', 'manipur', 'india', 'bajbaji', 'hai', 'bashad', 'bajpas', 'minister', 'rupees', 'delhi']","['it is good when will our minister give the tea patrice is spicy in unkar 1949 isnt it 1949 and his special statement is that if i move a bit then please take 1949 how much will i get i have licked you today after going on the wheel these years are full in fiftyfive years these years are full in fiftyfive years if you want to drink then when will you send it will people care about bjp you are a journalist you show the mirror to the news you show the mirror to the news if the minister says that gas comes out of the drain and by putting a gas pipe from the drain then you show the mirror to the news you show the mirror to the news you come to the end you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out', 'all the thieves will come to mahag admandan with them there are people whose integrity is dead inside them running this party working in the interest of the people is running a shop in bihar people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people', 'adrani arvimb khejriwal sahaan any other persons digri is a better confirmation of his education than a rasfidu of a girl as a lesson it is your behavior that makes you sexy your behavior is too much your behavior itself shows how sexy you are your body tells me tujfari whose teachings you question harshly it is you who worships his teachings in the light of your eyes now you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come']",bjp - manipur - india - bajbaji - hai - bashad - bajpas - minister - rupees - delhi,0.0,False
